gate_index,gate_name,split_time_s,exit_time_s,missed,retries,max_speed_m_s,cv_detection_rate
6,Gate06,9.230240821838379,1774817583.8988378,no,0,12.01,96.63%
7,Gate07,1.2686436176300049,1774817585.1674814,no,0,9.84,100.00%
8,Gate08,1.261291742324829,1774817586.4287732,no,0,10.76,100.00%
9,Gate09,1.0250930786132812,1774817587.4538662,no,0,12.82,75.00%
10,Gate10_21,0.9732749462127686,1774817588.4271412,no,0,14.59,92.86%
11,Gate11_23,0.6144158840179443,1774817589.041557,no,0,14.64,60.00%
0,Gate00,2.320424795150757,1774817599.7872791,no,0,9.80,88.24%
1,Gate01,0.7888259887695312,1774817600.576105,no,0,11.25,100.00%
2,Gate02,1.2956109046936035,1774817601.871716,no,0,11.20,100.00%
3,Gate03,1.065579891204834,1774817602.937296,no,0,13.46,100.00%
4,Gate04,0.8140449523925781,1774817603.7513409,no,0,14.54,0.00%
5,Gate05,0.6970860958099365,1774817604.448427,no,0,14.58,70.00%
6,Gate06,9.625399589538574,1774817614.0738266,no,0,13.01,55.56%
7,Gate07,8.995720624923706,1774817623.0695472,no,0,9.32,77.53%
8,Gate08,1.2269072532653809,1774817624.2964544,no,0,9.39,72.22%
9,Gate09,1.3993866443634033,1774817625.695841,no,0,11.26,73.68%
10,Gate10_21,0.9426770210266113,1774817626.638518,no,0,13.67,93.75%
11,Gate11_23,3.087352991104126,1774817629.725871,no,0,13.74,71.43%
0,Gate00,9.276283740997314,1774817647.862041,no,0,9.09,92.31%
1,Gate01,9.239299535751343,1774817657.1013405,no,0,10.28,70.83%
2,Gate02,1.3013789653778076,1774817658.4027195,no,0,10.17,100.00%
3,Gate03,1.0567374229431152,1774817659.459457,no,0,11.64,100.00%
4,Gate04,0.8513250350952148,1774817660.310782,no,0,12.77,100.00%
5,Gate05,0.9411849975585938,1774817661.251967,no,0,12.67,85.71%
6,Gate06,5.42426061630249,1774817666.6762276,no,0,15.86,96.25%
11,Gate11_23,1.4333851337432861,1774817668.1096127,no,0,15.79,100.00%
0,Gate00,9.746797800064087,1774817699.0173683,no,0,9.22,78.65%
1,Gate01,9.369623184204102,1774817708.3869915,no,0,10.25,71.59%
2,Gate02,3.0289673805236816,1774817711.415959,no,0,10.02,100.00%
3,Gate03,9.070176362991333,1774817720.4861352,no,0,11.16,44.94%
4,Gate04,1.4168832302093506,1774817721.9030185,no,0,10.81,100.00%
5,Gate05,0.8856074810028076,1774817722.788626,no,0,12.01,76.92%
6,Gate06,4.972854375839233,1774817727.7614803,no,0,15.05,70.27%
10,Gate10_21,0.8282771110534668,1774817728.5897574,no,0,15.36,100.00%
11,Gate11_23,1.853745698928833,1774817730.4435031,no,0,14.45,100.00%
0,Gate00,2.268063545227051,1774817753.848629,no,0,8.78,100.00%
1,Gate01,1.6099376678466797,1774817755.4585667,no,0,12.13,100.00%
2,Gate02,2.114417791366577,1774817757.5729845,no,0,11.14,100.00%
3,Gate03,1.1439428329467773,1774817758.7169273,no,0,11.81,93.75%
4,Gate04,3.0996410846710205,1774817761.8165684,no,0,9.93,85.71%
5,Gate05,1.3304009437561035,1774817763.1469693,no,0,11.63,66.67%
6,Gate06,3.835787296295166,1774817766.9827566,no,0,12.47,77.78%
7,Gate07,1.6900184154510498,1774817768.672775,no,0,10.49,100.00%
8,Gate08,5.251668691635132,1774817773.9244437,no,0,13.12,83.54%
10,Gate10_21,1.7052500247955322,1774817775.6296937,no,0,11.25,100.00%
11,Gate11_23,0.7706074714660645,1774817776.4003012,no,0,13.80,100.00%
0,Gate00,2.1367337703704834,1774817787.2317376,no,0,9.60,87.50%
1,Gate01,0.9190444946289062,1774817788.150782,no,0,10.51,100.00%
2,Gate02,1.1335954666137695,1774817789.2843776,no,0,11.05,100.00%
3,Gate03,1.4083733558654785,1774817790.692751,no,0,11.39,100.00%
4,Gate04,8.884092807769775,1774817799.5768437,no,0,11.88,41.76%
5,Gate05,1.6148242950439453,1774817801.191668,no,0,9.65,100.00%
6,Gate06,1.5209035873413086,1774817802.7125716,no,0,10.59,78.26%
7,Gate07,5.025029182434082,1774817807.7376008,no,0,12.90,84.42%
9,Gate09,1.4984076023101807,1774817809.2360084,no,0,10.71,54.55%
10,Gate10_21,1.8419055938720703,1774817811.077914,no,0,10.46,71.43%
11,Gate11_23,2.6480588912963867,1774817813.725973,no,0,10.02,67.44%
0,Gate00,2.1219770908355713,1774817824.9685209,no,0,9.66,71.88%
0,Gate00,2.235852003097534,1774818046.7504117,no,0,10.11,76.67%
1,Gate01,0.8414452075958252,1774818047.591857,no,0,12.12,33.33%
2,Gate02,3.211604356765747,1774818050.8034613,no,0,14.17,89.13%
4,Gate04,0.8222365379333496,1774818051.6256979,no,0,15.17,69.23%
5,Gate05,0.7304048538208008,1774818052.3561027,no,0,13.43,90.91%
6,Gate06,3.9984941482543945,1774818056.3545969,no,0,13.86,56.90%
0,Gate00,2.314598560333252,1774818166.754133,no,0,8.74,100.00%
1,Gate01,1.4133074283599854,1774818168.1674404,no,0,10.52,100.00%
2,Gate02,1.7979390621185303,1774818169.9653795,no,0,11.12,69.23%
3,Gate03,0.8869009017944336,1774818170.8522804,no,0,13.54,100.00%
4,Gate04,0.8896336555480957,1774818171.741914,no,0,13.26,41.67%
5,Gate05,0.8139238357543945,1774818172.5558379,no,0,12.61,80.00%
6,Gate06,1.1102142333984375,1774818173.666052,no,0,11.66,78.57%
0,Gate00,2.0662600994110107,1774818192.6402996,no,0,10.68,40.00%
1,Gate01,0.9036667346954346,1774818193.5439663,no,0,12.14,92.31%
2,Gate02,0.9515717029571533,1774818194.495538,no,0,13.98,100.00%
3,Gate03,7.21801233291626,1774818201.7135503,no,0,16.88,68.42%
10,Gate10_21,3.675844669342041,1774818205.389395,no,0,16.83,45.28%
11,Gate11_23,2.4430441856384277,1774818207.8324392,no,0,9.40,81.08%
0,Gate00,2.2728137969970703,1774818230.5537782,no,0,10.08,100.00%
1,Gate01,0.9005322456359863,1774818231.4543104,no,0,10.84,100.00%
2,Gate02,1.097928762435913,1774818232.5522392,no,0,12.09,100.00%
3,Gate03,0.9639475345611572,1774818233.5161867,no,0,14.10,100.00%
4,Gate04,0.7490127086639404,1774818234.2651994,no,0,15.03,72.73%
5,Gate05,2.3688700199127197,1774818236.6340694,no,0,15.05,73.53%
6,Gate06,71.14090991020203,1774818307.7749794,no,0,9.82,35.96%
7,Gate07,2.071800470352173,1774818309.8467798,no,0,8.98,100.00%
8,Gate08,1.8447446823120117,1774818311.6915245,no,0,9.80,59.26%
9,Gate09,1.0901992321014404,1774818312.7817237,no,0,13.02,87.50%
10,Gate10_21,3.845484733581543,1774818316.6272085,no,0,14.81,68.52%
11,Gate11_23,2.679738759994507,1774818319.3069472,no,0,10.85,55.26%
0,Gate00,2.1303768157958984,1774818342.4324791,no,0,9.91,92.59%
1,Gate01,9.11754059791565,1774818351.5500197,no,0,11.21,55.17%
2,Gate02,1.3653333187103271,1774818352.915353,no,0,10.94,100.00%
3,Gate03,1.1208391189575195,1774818354.0361922,no,0,12.15,94.44%
4,Gate04,0.840019702911377,1774818354.876212,no,0,14.27,0.00%
5,Gate05,0.8334698677062988,1774818355.7096817,no,0,14.62,100.00%
6,Gate06,0.90751051902771,1774818356.6171923,no,0,14.71,73.33%
7,Gate07,4.5621583461761475,1774818361.1793506,no,0,17.24,94.37%
11,Gate11_23,2.6994855403900146,1774818363.8788362,no,0,17.29,90.24%
0,Gate00,2.1416571140289307,1774818390.0201077,no,0,9.83,84.38%
1,Gate01,0.9823341369628906,1774818391.002442,no,0,11.65,92.31%
2,Gate02,4.022477388381958,1774818395.0249193,no,0,16.25,94.23%
6,Gate06,0.82879638671875,1774818395.8537157,no,0,15.22,90.91%
0,Gate00,2.1326465606689453,1774818414.975198,no,0,10.54,69.70%
1,Gate01,1.180938720703125,1774818416.1561368,no,0,11.42,100.00%
2,Gate02,1.4607045650482178,1774818417.6168413,no,0,11.71,28.57%
3,Gate03,1.2296254634857178,1774818418.8464668,no,0,12.33,100.00%
4,Gate04,2.2177019119262695,1774818421.0641687,no,0,13.48,64.52%
6,Gate06,0.7843637466430664,1774818421.8485324,no,0,13.77,100.00%
7,Gate07,0.9063498973846436,1774818422.7548823,no,0,12.95,64.29%
0,Gate00,2.0919816493988037,1774818439.3103237,no,0,10.50,58.06%
1,Gate01,0.937974214553833,1774818440.248298,no,0,11.57,100.00%
2,Gate02,0.9504485130310059,1774818441.1987464,no,0,13.41,100.00%
3,Gate03,0.8457975387573242,1774818442.044544,no,0,15.63,84.62%
4,Gate04,6.8924689292907715,1774818448.937013,no,0,16.79,77.67%
11,Gate11_23,8.839143753051758,1774818457.7761567,no,0,16.52,31.52%
0,Gate00,2.2698230743408203,1774818469.1584308,no,0,10.29,100.00%
1,Gate01,0.8177080154418945,1774818469.9761388,no,0,11.31,70.00%
2,Gate02,1.2124826908111572,1774818471.1886215,no,0,11.46,100.00%
3,Gate03,2.7085094451904297,1774818473.897131,no,0,15.84,71.88%
6,Gate06,5.8999693393707275,1774818479.7971003,no,0,16.37,77.50%
0,Gate00,2.745016574859619,1774818494.440133,no,0,8.49,81.40%
1,Gate01,0.9959220886230469,1774818495.4360552,no,0,10.48,35.71%
2,Gate02,1.2809038162231445,1774818496.716959,no,0,10.45,100.00%
3,Gate03,1.9426372051239014,1774818498.6595962,no,0,11.18,100.00%
4,Gate04,1.710083246231079,1774818500.3696795,no,0,12.49,57.69%
5,Gate05,1.3470346927642822,1774818501.7167141,no,0,10.00,61.11%
6,Gate06,1.2944164276123047,1774818503.0111306,no,0,10.39,33.33%
7,Gate07,3.565617799758911,1774818506.5767484,no,0,15.01,63.83%
10,Gate10_21,0.8619458675384521,1774818507.4386942,no,0,15.07,100.00%
11,Gate11_23,0.6572749614715576,1774818508.0959692,no,0,14.92,80.00%
0,Gate00,2.2309372425079346,1774818517.9095242,no,0,10.37,89.66%
1,Gate01,0.8330304622650146,1774818518.7425547,no,0,11.56,100.00%
2,Gate02,0.9777443408966064,1774818519.720299,no,0,12.05,100.00%
3,Gate03,0.9440553188323975,1774818520.6643543,no,0,14.14,100.00%
4,Gate04,0.8607821464538574,1774818521.5251365,no,0,15.33,9.09%
5,Gate05,0.7204313278198242,1774818522.2455678,no,0,15.40,22.22%
6,Gate06,5.949858903884888,1774818528.1954267,no,0,18.84,70.73%
0,Gate00,2.173985004425049,1774818542.8973713,no,0,10.30,17.65%
1,Gate01,0.8337254524230957,1774818543.7310967,no,0,11.88,100.00%
2,Gate02,1.1000986099243164,1774818544.8311954,no,0,12.13,100.00%
3,Gate03,8.175143718719482,1774818553.006339,no,0,17.37,81.60%
11,Gate11_23,0.5021953582763672,1774818553.5085344,no,0,17.83,88.89%
0,Gate00,2.2055020332336426,1774818577.2567623,no,0,10.14,64.29%
1,Gate01,0.8619890213012695,1774818578.1187513,no,0,11.46,100.00%
2,Gate02,9.43458604812622,1774818587.5533373,no,0,17.13,83.97%
0,Gate00,2.233459234237671,1774818638.654784,no,0,9.91,79.31%
1,Gate01,9.44309949874878,1774818648.0978835,no,0,11.26,46.91%
2,Gate02,1.3645069599151611,1774818649.4623904,no,0,10.07,86.67%
3,Gate03,2.2336413860321045,1774818651.6960318,no,0,11.26,96.15%
4,Gate04,1.2103474140167236,1774818652.9063792,no,0,11.77,85.71%
5,Gate05,0.8328337669372559,1774818653.739213,no,0,13.66,100.00%
6,Gate06,3.909029722213745,1774818657.6482427,no,0,14.32,93.02%
8,Gate08,0.962043046951294,1774818658.6102858,no,0,14.31,100.00%
9,Gate09,2.19614577293396,1774818660.8064315,no,0,10.90,54.17%
10,Gate10_21,0.9576451778411865,1774818661.7640767,no,0,13.54,100.00%
11,Gate11_23,0.7198119163513184,1774818662.4838886,no,0,14.58,44.44%
0,Gate00,2.344014883041382,1774818678.1982791,no,0,9.91,60.00%
1,Gate01,0.8414504528045654,1774818679.0397296,no,0,11.60,90.91%
2,Gate02,1.2294731140136719,1774818680.2692027,no,0,11.73,100.00%
3,Gate03,3.263723611831665,1774818683.5329263,no,0,15.91,85.71%
6,Gate06,2.2575550079345703,1774818685.7904813,no,0,9.41,42.86%
7,Gate07,1.1562590599060059,1774818686.9467404,no,0,10.93,31.25%
8,Gate08,3.447596788406372,1774818690.3943372,no,0,15.13,97.50%
11,Gate11_23,0.6538012027740479,1774818691.0481384,no,0,15.19,87.50%
0,Gate00,3.895688056945801,1774818703.1215794,no,0,9.41,94.44%
1,Gate01,1.2107224464416504,1774818704.3323019,no,0,10.86,0.00%
2,Gate02,4.204569101333618,1774818708.536871,no,0,14.36,74.19%
5,Gate05,2.0197930335998535,1774818710.556664,no,0,10.12,18.52%
6,Gate06,9.465644121170044,1774818720.022308,no,0,11.51,67.47%
7,Gate07,1.3146564960479736,1774818721.3369646,no,0,9.47,73.68%
8,Gate08,1.2481803894042969,1774818722.585145,no,0,9.88,100.00%
9,Gate09,1.1148154735565186,1774818723.6999605,no,0,11.84,100.00%
10,Gate10_21,0.9524383544921875,1774818724.6523988,no,0,13.43,92.31%
11,Gate11_23,0.8121321201324463,1774818725.464531,no,0,12.89,90.00%
0,Gate00,2.188824415206909,1774818741.4059784,no,0,9.73,86.21%
1,Gate01,0.9044466018676758,1774818742.310425,no,0,11.42,100.00%
2,Gate02,1.1128568649291992,1774818743.423282,no,0,11.82,100.00%
3,Gate03,11.190436363220215,1774818754.6137183,no,0,16.43,64.10%
11,Gate11_23,3.091852903366089,1774818757.7055712,no,0,9.16,17.39%
0,Gate00,2.288862705230713,1774818781.533224,no,0,10.54,96.30%
1,Gate01,0.902397871017456,1774818782.435622,no,0,11.09,100.00%
2,Gate02,3.085820436477661,1774818785.5214424,no,0,15.83,82.93%
5,Gate05,0.7360036373138428,1774818786.257446,no,0,16.01,100.00%
6,Gate06,5.952622652053833,1774818792.2100687,no,0,17.44,84.06%
0,Gate00,2.2592933177948,1774818816.9464188,no,0,10.17,82.14%
1,Gate01,1.9519245624542236,1774818818.8983433,no,0,11.89,44.00%
2,Gate02,1.706014633178711,1774818820.604358,no,0,10.32,86.36%
3,Gate03,1.0698232650756836,1774818821.6741812,no,0,13.10,69.23%
4,Gate04,7.807100534439087,1774818829.4812818,no,0,17.56,93.55%
11,Gate11_23,5.067466497421265,1774818834.5487483,no,0,13.16,58.97%
0,Gate00,2.199683666229248,1774818847.9544456,no,0,9.60,79.17%
1,Gate01,0.9747412204742432,1774818848.9291868,no,0,11.09,90.91%
2,Gate02,2.574849843978882,1774818851.5040367,no,0,12.81,100.00%
4,Gate04,13.844498634338379,1774818865.3485353,no,0,10.25,90.12%
5,Gate05,1.128345012664795,1774818866.4768803,no,0,10.46,92.31%
6,Gate06,9.104698419570923,1774818875.5815787,no,0,9.22,41.98%
7,Gate07,1.4779958724975586,1774818877.0595746,no,0,9.10,100.00%
8,Gate08,1.5989365577697754,1774818878.6585112,no,0,9.88,25.93%
9,Gate09,1.054147481918335,1774818879.7126586,no,0,12.97,100.00%
10,Gate10_21,0.856130838394165,1774818880.5687895,no,0,14.05,93.33%
11,Gate11_23,0.6693320274353027,1774818881.2381215,no,0,14.53,83.33%
0,Gate00,10.306875467300415,1774818900.2916875,no,0,8.94,72.04%
1,Gate01,1.197997808456421,1774818901.4896853,no,0,10.57,100.00%
2,Gate02,3.5070626735687256,1774818904.996748,no,0,14.70,70.91%
5,Gate05,0.6404192447662354,1774818905.6371672,no,0,14.41,30.00%
6,Gate06,1.1196815967559814,1774818906.7568488,no,0,13.95,5.56%
7,Gate07,3.7182629108428955,1774818910.4751117,no,0,14.84,97.92%
9,Gate09,1.47300124168396,1774818911.948113,no,0,16.16,95.65%
11,Gate11_23,2.6786203384399414,1774818914.6267333,no,0,16.27,70.73%
0,Gate00,2.27496600151062,1774818940.1630812,no,0,10.51,96.55%
1,Gate01,0.8252410888671875,1774818940.9883223,no,0,10.90,100.00%
2,Gate02,3.124145746231079,1774818944.112468,no,0,15.73,87.18%
5,Gate05,0.7095479965209961,1774818944.822016,no,0,15.88,100.00%
6,Gate06,5.916382789611816,1774818950.7383988,no,0,17.57,53.57%
0,Gate00,2.325594663619995,1774818965.4969604,no,0,9.14,96.77%
1,Gate01,0.9676656723022461,1774818966.464626,no,0,10.91,42.86%
2,Gate02,1.130368947982788,1774818967.594995,no,0,11.81,100.00%
3,Gate03,0.9764659404754639,1774818968.571461,no,0,13.36,100.00%
4,Gate04,3.704479932785034,1774818972.275941,no,0,14.09,59.62%
5,Gate05,12.532145261764526,1774818984.8080862,no,0,10.37,2.82%
6,Gate06,0.9873852729797363,1774818985.7954714,no,0,10.87,46.67%
0,Gate00,2.1006970405578613,1774819003.3143373,no,0,10.89,56.00%
1,Gate01,1.012402057647705,1774819004.3267393,no,0,11.34,91.67%
2,Gate02,12.32422661781311,1774819016.650966,no,0,17.15,83.89%
11,Gate11_23,2.0052294731140137,1774819018.6561954,no,0,9.90,59.26%
0,Gate00,2.3004865646362305,1774819042.5451539,no,0,9.68,100.00%
1,Gate01,1.3045520782470703,1774819043.849706,no,0,11.97,37.50%
2,Gate02,2.028815746307373,1774819045.8785217,no,0,10.80,91.67%
3,Gate03,1.018857479095459,1774819046.8973792,no,0,12.12,100.00%
4,Gate04,0.9681122303009033,1774819047.8654914,no,0,12.77,75.00%
5,Gate05,6.387259244918823,1774819054.2527506,no,0,17.46,73.75%
11,Gate11_23,1.4648234844207764,1774819055.7175741,no,0,16.80,85.00%
0,Gate00,2.270113706588745,1774819078.49518,no,0,10.59,96.30%
1,Gate01,0.8299078941345215,1774819079.3250878,no,0,11.36,100.00%
2,Gate02,1.1540791988372803,1774819080.479167,no,0,11.98,100.00%
3,Gate03,8.189115047454834,1774819088.668282,no,0,17.04,84.31%
11,Gate11_23,2.6436550617218018,1774819091.311937,no,0,16.83,33.33%
0,Gate00,2.2055351734161377,1774819117.7466116,no,0,9.83,74.07%
1,Gate01,0.9014499187469482,1774819118.6480615,no,0,12.00,90.91%
2,Gate02,1.884425163269043,1774819120.5324867,no,0,10.58,95.65%
3,Gate03,0.9943196773529053,1774819121.5268064,no,0,11.87,100.00%
4,Gate04,0.8518788814544678,1774819122.3786852,no,0,12.84,100.00%
5,Gate05,1.0201592445373535,1774819123.3988445,no,0,12.96,92.31%
6,Gate06,5.422313928604126,1774819128.8211584,no,0,15.54,80.00%
11,Gate11_23,0.6906578540802002,1774819129.512323,no,0,16.07,0.00%
0,Gate00,2.1236844062805176,1774819143.7800894,no,0,10.39,40.74%
1,Gate01,0.9194726943969727,1774819144.699562,no,0,11.38,100.00%
2,Gate02,1.1328792572021484,1774819145.8324413,no,0,12.52,100.00%
3,Gate03,8.036966562271118,1774819153.869408,no,0,17.14,71.00%
11,Gate11_23,1.7371037006378174,1774819155.6065116,no,0,15.97,86.96%
0,Gate00,2.369457244873047,1774819178.7739563,no,0,9.35,96.15%
1,Gate01,1.007089614868164,1774819179.781046,no,0,9.48,100.00%
2,Gate02,1.3555071353912354,1774819181.136553,no,0,10.13,100.00%
3,Gate03,1.0187809467315674,1774819182.155334,no,0,10.67,100.00%
4,Gate04,2.4374728202819824,1774819184.5928068,no,0,9.97,94.29%
5,Gate05,1.6858468055725098,1774819186.2786536,no,0,9.11,0.00%
6,Gate06,1.1896581649780273,1774819187.4683118,no,0,9.61,47.37%
7,Gate07,1.146770715713501,1774819188.6150825,no,0,9.33,100.00%
8,Gate08,1.3423237800598145,1774819189.9574063,no,0,8.99,95.00%
9,Gate09,1.1916475296020508,1774819191.1490538,no,0,10.03,73.33%
10,Gate10_21,1.1239993572235107,1774819192.2730532,no,0,10.48,94.12%
11,Gate11_23,0.9888849258422852,1774819193.261938,no,0,10.61,92.31%
0,Gate00,2.2820451259613037,1774819204.1360698,no,0,10.23,58.62%
1,Gate01,0.7675280570983887,1774819204.9035978,no,0,11.34,100.00%
2,Gate02,1.231684684753418,1774819206.1352825,no,0,11.19,100.00%
3,Gate03,2.8201425075531006,1774819208.955425,no,0,15.35,22.86%
6,Gate06,4.914202690124512,1774819213.8696277,no,0,13.24,69.84%
9,Gate09,2.0224454402923584,1774819215.8920732,no,0,9.72,28.57%
10,Gate10_21,1.0756468772888184,1774819216.96772,no,0,12.45,0.00%
0,Gate00,9.22232174873352,1774819236.2984502,no,0,10.04,30.49%
1,Gate01,1.193147897720337,1774819237.4915981,no,0,11.28,100.00%
2,Gate02,5.817561626434326,1774819243.3091598,no,0,15.81,81.33%
5,Gate05,5.708209991455078,1774819249.0173697,no,0,13.61,75.00%
8,Gate08,1.2899513244628906,1774819250.307321,no,0,11.01,76.47%
9,Gate09,4.165156364440918,1774819254.4724774,no,0,8.53,77.36%
10,Gate10_21,1.671072244644165,1774819256.1435497,no,0,10.41,26.32%
11,Gate11_23,3.836723566055298,1774819259.9802732,no,0,10.71,62.96%
0,Gate00,2.2962191104888916,1774819284.1872294,no,0,9.81,100.00%
1,Gate01,0.925513744354248,1774819285.1127431,no,0,11.20,100.00%
2,Gate02,9.32390284538269,1774819294.436646,no,0,16.90,81.45%
11,Gate11_23,0.6294803619384766,1774819295.0661263,no,0,17.16,62.50%
0,Gate00,2.285768508911133,1774819319.9129803,no,0,9.89,100.00%
1,Gate01,0.912395715713501,1774819320.825376,no,0,11.35,100.00%
2,Gate02,4.104970216751099,1774819324.9303463,no,0,16.28,87.27%
6,Gate06,0.8816509246826172,1774819325.8119972,no,0,15.19,45.45%
0,Gate00,2.163541555404663,1774819344.8670394,no,0,10.55,56.00%
1,Gate01,1.0178635120391846,1774819345.884903,no,0,10.74,91.67%
2,Gate02,1.1943104267120361,1774819347.0792134,no,0,12.66,100.00%
3,Gate03,0.9039702415466309,1774819347.9831836,no,0,13.96,100.00%
4,Gate04,0.8881263732910156,1774819348.87131,no,0,14.72,100.00%
5,Gate05,0.6980299949645996,1774819349.56934,no,0,14.86,100.00%
6,Gate06,1.0131642818450928,1774819350.5825043,no,0,12.80,25.00%
7,Gate07,4.792462110519409,1774819355.375978,no,0,17.32,73.02%
0,Gate00,2.0677833557128906,1774819367.5334148,no,0,10.27,77.42%
1,Gate01,0.9199659824371338,1774819368.4533808,no,0,11.49,100.00%
2,Gate02,1.1075708866119385,1774819369.5609517,no,0,11.34,100.00%
3,Gate03,0.9528536796569824,1774819370.5138054,no,0,13.34,100.00%
4,Gate04,3.0571181774139404,1774819373.5709236,no,0,14.40,60.00%
5,Gate05,11.120625734329224,1774819384.6915493,no,0,12.01,41.54%
7,Gate07,1.4294509887695312,1774819386.1210003,no,0,9.45,100.00%
8,Gate08,2.240140199661255,1774819388.3611405,no,0,9.82,97.06%
9,Gate09,2.32344651222229,1774819390.684587,no,0,10.70,14.71%
10,Gate10_21,1.9455983638763428,1774819392.6301854,no,0,11.85,44.00%
11,Gate11_23,9.117058753967285,1774819401.7472441,no,0,9.24,62.07%
0,Gate00,2.318276882171631,1774819425.0482626,no,0,10.17,86.67%
1,Gate01,0.8779008388519287,1774819425.9261634,no,0,11.57,100.00%
2,Gate02,3.4851233959198,1774819429.4112868,no,0,15.60,88.10%
5,Gate05,1.7481534481048584,1774819431.1594403,no,0,15.61,41.67%
6,Gate06,3.139470100402832,1774819434.2989104,no,0,10.20,25.00%
7,Gate07,9.212547302246094,1774819443.5114577,no,0,9.86,51.85%
8,Gate08,1.224867343902588,1774819444.736325,no,0,9.57,100.00%
9,Gate09,2.0631837844848633,1774819446.7995088,no,0,9.88,44.83%
10,Gate10_21,1.0523831844329834,1774819447.851892,no,0,11.90,100.00%
11,Gate11_23,2.2332897186279297,1774819450.0851817,no,0,12.08,59.38%
0,Gate00,2.841151475906372,1774819465.0408769,no,0,8.43,77.78%
1,Gate01,1.0182232856750488,1774819466.0591002,no,0,10.65,50.00%
2,Gate02,2.3566486835479736,1774819468.4157488,no,0,13.29,100.00%
4,Gate04,2.3779489994049072,1774819470.7936978,no,0,13.52,59.38%
5,Gate05,1.8097894191741943,1774819472.6044905,no,0,9.17,0.00%
6,Gate06,1.5741758346557617,1774819474.1786664,no,0,10.30,86.36%
7,Gate07,1.669553279876709,1774819475.8482196,no,0,9.99,95.83%
8,Gate08,48.39189553260803,1774819524.2401152,no,0,12.68,5.35%
10,Gate10_21,1.1432242393493652,1774819525.3833394,no,0,13.58,88.89%
11,Gate11_23,0.8415019512176514,1774819526.2248414,no,0,14.21,100.00%
0,Gate00,2.76172137260437,1774819555.815735,no,0,9.43,83.33%
1,Gate01,1.213123083114624,1774819557.0288582,no,0,9.38,100.00%
2,Gate02,1.6255643367767334,1774819558.6544225,no,0,9.16,100.00%
3,Gate03,2.0336241722106934,1774819560.6880467,no,0,11.93,66.67%
4,Gate04,72.03090572357178,1774819632.7189524,no,0,14.74,91.65%
7,Gate07,3.4462802410125732,1774819636.1652327,no,0,13.69,65.31%
9,Gate09,2.1419661045074463,1774819638.3071988,no,0,13.91,91.18%
10,Gate10_21,2.136786699295044,1774819640.4439855,no,0,10.92,61.76%
11,Gate11_23,0.8109004497528076,1774819641.254886,no,0,11.82,42.86%
0,Gate00,2.113570213317871,1774819649.2172298,no,0,10.10,40.00%
1,Gate01,0.8319439888000488,1774819650.0491738,no,0,11.51,100.00%
2,Gate02,1.2700815200805664,1774819651.3192554,no,0,11.47,100.00%
3,Gate03,1.8731048107147217,1774819653.1928654,no,0,15.45,82.76%
5,Gate05,0.7362520694732666,1774819653.9291174,no,0,15.59,100.00%
0,Gate00,2.1179184913635254,1774819673.790243,no,0,10.73,100.00%
1,Gate01,0.910891056060791,1774819674.701134,no,0,11.19,90.91%
2,Gate02,1.062396764755249,1774819675.7635307,no,0,12.81,100.00%
3,Gate03,0.9247298240661621,1774819676.6882606,no,0,13.54,100.00%
4,Gate04,0.8672688007354736,1774819677.5555294,no,0,13.93,35.71%
5,Gate05,1.3593873977661133,1774819678.9149168,no,0,14.08,100.00%
6,Gate06,9.249680519104004,1774819688.1645973,no,0,10.85,63.83%
7,Gate07,1.3976898193359375,1774819689.562287,no,0,9.35,100.00%
8,Gate08,1.1709768772125244,1774819690.733264,no,0,10.18,92.86%
9,Gate09,1.0345978736877441,1774819691.7678618,no,0,13.39,93.75%
10,Gate10_21,0.8310105800628662,1774819692.5988724,no,0,13.59,100.00%
11,Gate11_23,1.469184160232544,1774819694.0680566,no,0,13.55,95.24%
0,Gate00,2.212007522583008,1774819705.4192781,no,0,9.94,100.00%
1,Gate01,0.9140975475311279,1774819706.3333757,no,0,11.21,100.00%
2,Gate02,3.3217523097991943,1774819709.655128,no,0,15.29,83.33%
5,Gate05,0.621056318283081,1774819710.2761843,no,0,15.39,50.00%
6,Gate06,0.9132974147796631,1774819711.1894817,no,0,13.55,26.67%
7,Gate07,2.4498910903930664,1774819713.6393728,no,0,11.59,90.00%
9,Gate09,0.9773392677307129,1774819714.616712,no,0,13.72,100.00%
10,Gate10_21,10.279348611831665,1774819724.8960607,no,0,14.43,53.91%
11,Gate11_23,1.2375667095184326,1774819726.1336274,no,0,10.45,100.00%
0,Gate00,2.416461229324341,1774819737.6264837,no,0,10.30,100.00%
1,Gate01,0.8901736736297607,1774819738.5166574,no,0,10.88,91.67%
2,Gate02,1.1742627620697021,1774819739.69092,no,0,12.08,100.00%
3,Gate03,1.8760578632354736,1774819741.566978,no,0,14.15,71.43%
5,Gate05,0.8116097450256348,1774819742.3785877,no,0,14.09,27.27%
6,Gate06,9.20647406578064,1774819751.5850618,no,0,12.27,25.27%
7,Gate07,1.4377326965332031,1774819753.0227945,no,0,9.36,100.00%
8,Gate08,0.9702126979827881,1774819753.9930072,no,0,10.23,85.71%
9,Gate09,1.630882978439331,1774819755.6238902,no,0,12.13,87.50%
10,Gate10_21,1.7300796508789062,1774819757.3539698,no,0,12.77,47.83%
11,Gate11_23,0.8168008327484131,1774819758.1707706,no,0,13.55,58.33%
